Index ,Product Name ,Discounted Price ,Original Price ,Review Counts ,Badge
2760,"
            Wall calendar 2024 and 2025 extra large (A1)
        ",22.56,22.56,"
                    (1,462)
                ","
    Etsy’s Pick
"
2761,"
            Eco friendly gift for men, book cover handmade in Portugal with cork fabric (vegan leather)  and burel, a traditional boiled wool fabric
        ",30.61,30.61,"
                    (126)
                ","
    Etsy’s Pick
"
2762,"
            Personalised Leather Rune Bookmark
        ",19.94,19.94,"
                    (1,756)
                ","
    Etsy’s Pick
"
2763,"
            Bougainvillea Notebook
        ",11.96,11.96,"
                    (2,678)
                ","
    Etsy’s Pick
"
2764,"
            Desert Skies Notebook
        ",11.96,11.96,"
                    (2,678)
                ","
    Etsy’s Pick
"
2765,"
            2024 Illustrated Wall Calendar, Gift For Her, Artist Calendar, 12 Month Calendar, Feminist Calendar
        ",29.71,34.95,"
                    (495)
                ",No badge
2766,"
            Leather Cabin Welcom Book Custom Book for Vacation Houses | Personalized Visitors Log for Property rental | Engraved AirBnB Guest Book
        ",56.00,112.00,"
                    (110)
                ",No badge
2767,"
            Dream & Gratitude Bundle
        ",55.08,55.08,"
                    (3,738)
                ","
    Etsy’s Pick
"
2768,"
            Wooden Double Maracas Baby Maracas Baby Instruments for Kids Montessori Rattle Handmade Baby Sensory Toy Instrument Montessori Music Toy
        ",13.98,13.98,"
                    (489)
                ","
    Etsy’s Pick
"
2769,"
            ChatGPT Prompts- 5 companions  l Prompts Funny | Adventure Entertainment | Woman | Best ChatGPT Prompts |
        ",5.00,5.00,0,No badge
2770,"
            Chinese New Year Bookmark - Year of the Dragon - White
        ",3.00,3.00,"
                    (6)
                ",No badge
2771,"
            Piercing the Veil: A Metaphysical Guide to the Inner Workings of the Universe (Digital Copy)
        ",17.17,17.17,"
                    (121)
                ",No badge
2772,"
            Beaded Skull/Pumpkin Bookmark
        ",10.25,10.25,"
                    (4)
                ",No badge
2773,"
            Mushroom Forest Book Sleeve, Padded Book Protector, Book Accessories, Mushrooms Book Cover, Book Pouch With Button Closure, Bookish Gift
        ",27.21,27.21,"
                    (4,310)
                ","
    Etsy’s Pick
"
2774,"
            Fish Journal, Ocean Blank Hardback Notebook 5x7/A5/A4
        ",19.92,19.92,"
                    (267)
                ","
    Etsy’s Pick
"
2775,"
            Personalized Recipe Book Blank Custom Cookbook Binder To Write In Mothers Day Gift
        ",20.80,26.00,"
                    (3,570)
                ",No badge
2776,"
            Hot Pink Sun Journal, Blank Hardback Notebook 5x7/A5/A4 - The Setting Sun
        ",19.92,19.92,"
                    (267)
                ","
    Etsy’s Pick
"
2777,"
            Aesthetic Journal, Blank Lined Wellness Gift | Affirmations, Minimal, Gratitude, Empowering, Notebook, Daily Diary
        ",27.99,27.99,"
                    (144)
                ","
    Etsy’s Pick
"
2778,"
            2023 Floral Calendar // botanical art, calendar, flower calendar, flower by month, collage, art, colourful, wall calendar, small calendar
        ",15.95,15.95,"
                    (283)
                ","
    Etsy’s Pick
"
2779,"
            Floral hardbound journal, Personalized journal, 5x7 hardcover notebook, Floral desk accessory, boho home decor, diary journal, gift for her
        ",22.00,22.00,"
                    (107)
                ","
    Etsy’s Pick
"
2780,"
            Blank calendar for 2024 (2025) to design yourself, A4 - ready-bound with calendar hanging (watercolor paper or mixed media)
        ",16.95,16.95,"
                    (2,229)
                ","
    Etsy’s Pick
"
2781,"
            Bookmark Eye of a Needle, Avid Reader, Bookworm, Ferret, Best Friend Personalized Small Bookish Gift,Reading Bookclub Party Favors
        ",25.99,25.99,"
                    (1,296)
                ","
    Etsy’s Pick
"
2782,"
            Coloring book, The Fashionable Hens, with their favorite shoes, English version
        ",16.31,16.31,"
                    (2,540)
                ","
    Etsy’s Pick
"
2783,"
            Leather evil eye design journal, Handmade Diary, Handmade Notebook, Evil eye design diary, Hand painted Notebook, handsewn Journal
        ",44.99,44.99,"
                    (62)
                ","
    Etsy’s Pick
"
2784,"
            Leather Tree Design Journal, Handmade Diary, Handmade Notebook, Tree design diary, Hand painted Notebook, handsewn Journal
        ",44.99,44.99,"
                    (62)
                ","
    Etsy’s Pick
"
2785,"
            2024 Primary – Book of Mormon Coloring Pages | 1 Nephi 16-22
        ",2.98,2.98,0,No badge
2786,"
            Aesthetic Flowers iPad 10.2 case iPad 9.7 case iPad Air 4 iPad Pro 12.9 iPad Mini 6 iPad 8th iPad Pro 11 iPad 9th gen custom birthday gift
        ",26.40,33.00,"
                    (11,853)
                ",No badge
2787,"
            Black & White Hardcover Journal (A5)
        ",12.62,12.62,"
                    (6)
                ",No badge
2788,"
            Hourly Weekly Schedule | Weekly Planner | Weekly Agenda | Desk Planner | Weekly To Do List | Landscape A4 / Letter | PDF Printable Download
        ",1.33,1.33,"
                    (1)
                ",No badge
2789,"
            Ready to dispatch 20"" inches Cotton fabric handmade bag for Native American, Dark ages healing shaman shamanic Buffalo ,Goat hide frame hoop
        ",65.80,65.80,"
                    (105)
                ","
    Etsy’s Pick
"
2790,"
            Hardcover Spiral Journal — Vintage Copper
        ",14.95,14.95,"
                    (988)
                ","
    Etsy’s Pick
"
2791,"
            Ready to dispatch POLYESTER WATER Proof Fabric bag for Native American shaman shamanic Buffalo ,Goat hide  AVL.Sizes  16"", 20""
        ",56.36,56.36,"
                    (105)
                ","
    Etsy’s Pick
"
2792,"
            Leather elephant design journal, Handmade Diary, Handmade Notebook, Gift for elephant Lover, Hand painted Notebook, handsewn Journal
        ",44.99,44.99,"
                    (62)
                ","
    Etsy’s Pick
"
2793,"
            Poppies (Papaveri di Fiori) and Wildflowers Printed Soft Italian Leather Journal, Notebook- Handmade in Italy
        ",54.95,54.95,"
                    (2,677)
                ","
    Etsy’s Pick
"
2794,"
            The Positive Planner. Guided Journal for mental health, daily journaling prompts for 12 weeks.
        ",31.90,31.90,"
                    (110)
                ","
    Etsy’s Pick
"
2795,"
            Woodland Animal Colouring, Colouring Page, Animal Coloring
        ",1.33,1.33,"
                    (477)
                ","
    Etsy’s Pick
"
2796,"
            Limoni (Lemons) Mosaico Printed Soft Italian Leather Journal, Notebook - Handmade in Italy
        ",54.95,54.95,"
                    (2,677)
                ","
    Etsy’s Pick
"
2797,"
            Music Bookmark, Treble Clef Bookmark, Music Style Bookmark, Wood Bookmark, Music Lovers Bookmark
        ",12.00,12.00,"
                    (2,274)
                ","
    Etsy’s Pick
"
2798,"
            leather cancer design journal
        ",44.99,44.99,"
                    (62)
                ","
    Etsy’s Pick
"
2799,"
            Personalised leather bookmark with quote, custom sign personalized with text, customized gift for book lovers
        ",20.41,20.41,"
                    (1,330)
                ","
    Etsy’s Pick
"
2800,"
            Aquarius Birthday Gift, Personalised Aquarius Book - Powerful Edition, Perfect Zodiac Birthdate Gift
        ",41.06,41.06,"
                    (19)
                ","
    Etsy’s Pick
"
2801,"
            Seaper Powers Toys & Books Gift Set
        ",110.00,110.00,"
                    (25)
                ",No badge
2802,"
            Monthly Budget Planner For Money Lovers
        ",2.66,2.66,0,No badge
2803,"
            Digital Daily Planner | Daily Digital Planner | Instant Digital Download | Daily Journal | Daily Planner | Gifts for Her | Planner Gifts
        ",10.00,10.00,"
                    (21)
                ",No badge
2804,"
            Self Care Planner| Self Care Digital Planner | Digital Self Care Planner Goodnotes | Digital Planner iPad | Digital Notebook
        ",10.00,10.00,"
                    (21)
                ",No badge
2805,"
            Cactus Foil Bookmark
        ",8.00,8.00,"
                    (11,508)
                ","
    Etsy’s Pick
"
2806,"
            Book Lover Gift | Rose Bouquet Wooden Bookmark | Cottagecore Bookish gift | Roses Woodmark Bookmark | Bookish Birthday Gift
        ",8.99,8.99,"
                    (8,369)
                ","
    Etsy’s Pick
"
2807,"
            Custom Leather Guitar Pick Holder - Genuine Leather Guitar Pick Case - Handmade Personalized Musician Gift
        ",25.00,25.00,"
                    (1,372)
                ","
    Etsy’s Pick
"
2808,"
            Personalized Leather Notebook Cover, Christmas Gift for Him, Customized Journal Cover, Christmas Gift for Her
        ",16.20,54.00,"
                    (27,276)
                ",No badge
2809,"
            Steel Personalized Bookmark - 11th anniversary gift - steel anniversary bookmark - hand made keepsake - teacher gift - book club
        ",43.50,43.50,"
                    (5,674)
                ","
    Etsy’s Pick
"
2810,"
            Cool Canard Doorstop / Bookend. multi choice - diy Funny doorstops duck decor House warming - unique gift - fun gift - home accent
        ",27.78,27.78,"
                    (2,138)
                ","
    Etsy’s Pick
"
2811,"
            Moog 3-Tier stand for  Mother-32, DFAM, Subharmonicon And 60hp, 104 hp eurorack synthesizer cases
        ",105.00,105.00,"
                    (858)
                ","
    Etsy’s Pick
"
2812,"
            Farmhouse Floral Recipe Card Binder, Personalized Recipe Book, Custom Recipe Binder, 3 Ring Binder, Shower Gift, for Mom, 4 x 6 Engraved
        ",22.00,22.00,"
                    (1,043)
                ","
    Etsy’s Pick
"
2813,"
            Guitar Pick Box with Engraved Pick, Personalized Custom Pick Holder, Anniversary Gift for Dad, Guitar Gift for Him, Gift for Guitar Player
        ",43.08,43.08,"
                    (97)
                ","
    Etsy’s Pick
"
2814,"
            Personalized granny bookmark, mom, grandma gift, family gift
        ",11.56,13.61,"
                    (1,946)
                ",No badge
2815,"
            Leather Journal Handmade, Light Brown - Free Personalised Initials. A4,A5,A6, Sketchbook, Scrapbook, Notebook, Luxury Gift
        ",42.53,42.53,"
                    (899)
                ","
    Etsy’s Pick
"
2816,"
            Emerald Crystal Bookmark
        ",5.50,5.50,"
                    (7,227)
                ","
    Etsy’s Pick
"
2817,"
            Pocket Monster Gamer Art Journal - Ruled Line | Gamer | Pokemon | Console | Gaming Gift |
        ",21.45,21.45,0,No badge
2818,"
            Printable Planner | Branding Planner Printable | Printable Planner Pages | Business Planner Printable
        ",5.00,5.00,"
                    (21)
                ",No badge
2819,"
            Chinese New Year Bookmark - Year of the Dragon - White
        ",3.00,3.00,"
                    (6)
                ",No badge
2820,"
            Piercing the Veil: A Metaphysical Guide to the Inner Workings of the Universe (Digital Copy)
        ",17.17,17.17,"
                    (121)
                ",No badge
2821,"
            Leather Guitar Pick Keyring, Personalised Guitar Pick Leather Case for Music Lovers, Third Anniversary Gift for Him, Valentines Gift for Him
        ",18.58,20.65,"
                    (979)
                ",No badge
2822,"
            2024 12-Month Wall Calendar Abstract Modern Flowers
        ",13.20,22.00,"
                    (3,085)
                ",No badge
2823,"
            Colorati Fiori Printed Soft Italian Leather Handmade Journal, Notebook
        ",54.95,54.95,"
                    (2,677)
                ","
    Etsy’s Pick
"
2824,"
            Personal Planner Bundle, Printable, Digital download, Home Management, 2023, 2024, 2025 Planner, Undated, A4, A5, Letter, Editable PDF
        ",6.99,6.99,"
                    (43)
                ","
    Etsy’s Pick
"
2825,"
            Personalised Bookmark, Leather Bookmark, Named Bookmark, 3rd Anniversary gift, Teacher Gift , Special Birthday Gifts, Father’s Day Gift
        ",10.46,13.96,"
                    (6,996)
                ",No badge
2826,"
            Personalized Recipe Book, Gift for Parents, Wooden Recipe Journal, Cook Notebook, Custom  Recipe Binder
        ",64.80,81.00,"
                    (77)
                ",No badge
2827,"
            Refillable leather journal,Leather binder cover,Leather binder a4,Binder a5 notebook,Planner binder a5,Leather refillable binder
        ",33.47,46.49,"
                    (929)
                ",No badge
2828,"
            Wooden picks case with personalisation, personalised guitar picks set, Box for guitar picks, Wooden guitar pick
        ",11.47,17.64,"
                    (3,857)
                ",No badge
2829,"
            Vintage mushroom fungi book, botanical color illustration, Toadstool field guide, Color prints for collage framing journaling supply
        ",45.00,45.00,"
                    (1,321)
                ","
    Etsy’s Pick
"
2830,"
            Shift Your Mindset Daily Journal. Gratitude Journal. Positive Affirmations. Manifestation. Anxiety Journal. Wellness & Self-love Journal.
        ",18.59,26.57,"
                    (202)
                ",No badge
2831,"
            Korg 2-tier wooden stand for Korg NTS-1 & NTS-2 , Korg NTS-1 stand, Korg Stand, Korg Nts-2 Stand, Synthesizer Stand
        ",40.00,40.00,"
                    (858)
                ","
    Etsy’s Pick
"
2832,"
            Leather binder 3 ring,Leather three ring binder,Leather binder cover,Leather refillable binder,Refillable leather journal
        ",37.41,49.89,"
                    (1,153)
                ",No badge
2833,"
            Beaded Skull/Pumpkin Bookmark
        ",10.25,10.25,"
                    (4)
                ",No badge
2834,"
            2024 Primary – Book of Mormon Coloring Pages | 1 Nephi 16-22
        ",2.98,2.98,0,No badge
2835,"
            Aesthetic Flowers iPad 10.2 case iPad 9.7 case iPad Air 4 iPad Pro 12.9 iPad Mini 6 iPad 8th iPad Pro 11 iPad 9th gen custom birthday gift
        ",26.40,33.00,"
                    (11,853)
                ",No badge
2836,"
            Black & White Hardcover Journal (A5)
        ",12.62,12.62,"
                    (6)
                ",No badge
2837,"
            Dividers for Vinyl Records, CDs, books
        ",5.32,6.65,"
                    (8,087)
                ",No badge
2838,"
            Wood Guitar pick with box, personalize gift with a name, perfect gift for a guitarist or musician !
        ",14.63,14.63,"
                    (1,310)
                ","
    Etsy’s Pick
"
2839,"
            OUTLET Pastel cat bookmark /NOT PRINTED/ watercolor cat book marker ooak
        ",5.66,5.66,"
                    (154)
                ","
    Etsy’s Pick
"
2840,"
            Vintage Halloween Book Set, Halloween Book Decor, Fall October, Scary Creepy Spooky Book Set
        ",45.00,45.00,"
                    (931)
                ","
    Etsy’s Pick
"
2841,"
            Brown Leather Journal, Adventure Journal, Handbound Book by Peg and Awl | Harper Journal
        ",66.00,66.00,"
                    (7,704)
                ","
    Etsy’s Pick
"
2842,"
            Notebook, journal, diary, gift, floral, A6, handmade, stationery, carnet, rose, fleurs,flowers, Tagebuch, Notizbuch, christmas
        ",6.69,6.69,"
                    (5,158)
                ","
    Etsy’s Pick
"
2843,"
            Moon Phase Notebook • Small Blank Notebook • Black Notebook • Silver Ink • Moon Journal • Pocket Notebooks
        ",5.00,5.00,"
                    (2,278)
                ","
    Etsy’s Pick
"
2844,"
            Car Kids bookshelf, Montessori Furniture, Christmas gift for Toddler Boy, Montessori book shelf, Nursery minimal decor,Truck theme play room
        ",174.30,249.00,"
                    (4,506)
                ",No badge
2845,"
            2 Pack Bookmarks |African American Gifts | Plants and Books | Bookish| Black Women Gifts | Well Read Black Girl| Black Owned| Gift for Her
        ",6.00,6.00,"
                    (1,943)
                ","
    Etsy’s Pick
"
2846,"
            Tiny vegan cork bark watercolour sketchbooks / Faux leather Fabriano Artistico watercolor sketchbooks - colors & bark grain
        ",19.27,19.27,"
                    (1,276)
                ","
    Etsy’s Pick
"
2847,"
            Daisy Book Sleeve, Embroidered Book Cover, Flower Book Pouch, Floral Book Purse, Padded Book Protector, Fabric Book Jacket, Bookworm Gift
        ",27.21,27.21,"
                    (4,310)
                ","
    Etsy’s Pick
"
2848,"
            Fern Resin Bookmark | Gift for Her | Gift for him | Book Lovers | Resin Art | Minimalist | Handmade Gift | Nature-Inspired | Bookmark | Gift
        ",12.00,12.00,"
                    (92)
                ","
    Etsy’s Pick
"
2849,"
            Hourly Weekly Schedule | Weekly Planner | Weekly Agenda | Desk Planner | Weekly To Do List | Landscape A4 / Letter | PDF Printable Download
        ",1.33,1.33,"
                    (1)
                ",No badge
2850,"
            Seaper Powers Toys & Books Gift Set
        ",110.00,110.00,"
                    (25)
                ",No badge
2851,"
            Monthly Budget Planner For Money Lovers
        ",2.66,2.66,0,No badge
2852,"
            Multiple Skeleton-Themed Author Signature Book Plates // Autograph Books // Bookplates // Book memorabilia // Bones and Books
        ",0.50,0.50,"
                    (407)
                ",No badge
2853,"
            Lady Macbeth Brass Bookmark - Shakespeare Quote Bookmark - Gift for Readers and Book Lovers - Book Mark - Metal Bookmark - Snake Bookmark
        ",11.30,11.30,"
                    (23,001)
                ","
    Etsy’s Pick
"
2854,"
            Personalized Leuchtturm1917 cover, Leather Journal Cover, Mindfulness Graduation Gift, Leuchtturm1917 A6 Pocket Case
        ",52.00,52.00,"
                    (7,399)
                ","
    Etsy’s Pick
"
2855,"
            2024 wall calendar + 1 postcard
        ",29.48,29.48,"
                    (100)
                ","
    Etsy’s Pick
"
2856,"
            Travel Journal, Travel Planner, Travel Itinerary, Travel Packing List, Travel Diary, Trip Planner, Digital Planner, GoodNotes, Daily Planner
        ",5.60,15.99,"
                    (3)
                ",No badge
2857,"
            2024 Floral Meadows Wall Calendar | Linden Paper Co.
        ",23.30,23.30,"
                    (460)
                ","
    Etsy’s Pick
"
2858,"
            Leather binder a5,Binder cover a5,6 ring binder,Leather journal binder,Leather portfolio binder,Leather notebook refillable
        ",33.47,46.49,"
                    (929)
                ",No badge
2859,"
            Bunny Magnetic Bookmark - Easter Bookmark - Spring Bookmark
        ",4.50,4.50,"
                    (64)
                ","
    Etsy’s Pick
"
2860,"
            Set of 3 GP-3000 Resin Tone-Master guitar picks
        ",10.99,10.99,"
                    (593)
                ","
    Etsy’s Pick
"
2861,"
            Sea Turtle Surfboard Bookmark, Sea Turtle Bookmark, Surfboard Bookmark, Sea Turtle, Surfboard
        ",12.00,12.00,"
                    (2,274)
                ","
    Etsy’s Pick
"
2862,"
            PU leather cover sketchbook Travel diary Handbook Book jacket watercolor Sketching For students Give him/her a gift
        ",18.00,20.00,"
                    (2,752)
                ",No badge
2863,"
            Rosewood Reading Aid Page Holder. Book Bird. Thumb book holder. Page Pal. Book Buddy. Book Holder.
        ",26.84,26.84,"
                    (573)
                ","
    Etsy’s Pick
"
2864,"
            Personalized Book Sleeve, Leather Book Cover, Protector for Book, Book case Handmade Gift,Book lovers gift, Gift for Teacher
        ",25.91,28.79,"
                    (760)
                ",No badge
2865,"
            Digital Daily Planner | Daily Digital Planner | Instant Digital Download | Daily Journal | Daily Planner | Gifts for Her | Planner Gifts
        ",10.00,10.00,"
                    (21)
                ",No badge
2866,"
            Printable Planner | Business Planner | Etsy Printables | Branding Planner | Printable Pages | Productivity Planner
        ",7.00,7.00,"
                    (21)
                ",No badge
2867,"
            Self Care Planner| Self Care Digital Planner | Digital Self Care Planner Goodnotes | Digital Planner iPad | Digital Notebook
        ",10.00,10.00,"
                    (21)
                ",No badge
2868,"
            All new kindle 6"" 2022 case kindle case cover paperwhite 2021 cover paperwhite 6.8 case kindle 10th 11th Generation Cover Pink Checkerboard
        ",25.80,32.25,"
                    (11,853)
                ",No badge
2869,"
            2024 Calendar Patchwork Quilt | Folk Art Calendar | Wall Art Calendar Planner | A4 | Patchwork | Cosy Chic | Cottagecore
        ",21.93,21.93,"
                    (6,784)
                ","
    Etsy’s Pick
"
2870,"
            2024 Triangle Wall Calendar
        ",22.59,22.59,"
                    (7,562)
                ","
    Etsy’s Pick
"
2871,"
            Personalized calendars
        ",112.81,112.81,"
                    (47)
                ","
    Etsy’s Pick
"
2872,"
            Sew Classic Clothes for Girls Book by Lindsay Wilkes from The Cottage Mama
        ",27.99,27.99,"
                    (1,568)
                ","
    Etsy’s Pick
"
2873,"
            Ghost Story Bookmark, Ribbon Bookmark, Bookmark, Charmed Bookmark, Book Accessory, Booklover Gift, Gift,Horror Bookmark, Ghost Bookmark
        ",10.50,10.50,"
                    (968)
                ","
    Etsy’s Pick
"
2874,"
            Personalized Bookmarks, Calligraphy Bookmarks, Custom Tassel Bookmarks, Personalized Gifts, Customized Bookmarks, Custom Name Bookmarks
        ",5.99,5.99,"
                    (3,017)
                ","
    Etsy’s Pick
"
2875,"
            Spoon Bookmark, Reader Gift, Stamped Spoon, Repurposed, Book Club Gift, Wine Gift, Gift for Readers, Stocking Stuffer, Bookworm
        ",17.50,17.50,"
                    (2,244)
                ","
    Etsy’s Pick
"
2876,"
            Spoon Bookmark, Reader Gift, Stamped Spoon, Repurposed, Book Club Gift, Wine Gift, Gift for Readers, Stocking Stuffer, Bookworm
        ",17.50,17.50,"
                    (2,244)
                ","
    Etsy’s Pick
"
2877,"
            Minimalist modern design marble bookend, unique product for all book lovers, shelf books holder for heavy books
        ",34.01,34.01,"
                    (58)
                ","
    Etsy’s Pick
"
2878,"
            Birds bookmark. Folk Decorated Bird and Flora illustration- With or without tassel- Book worm gift- Book lover-  Pretty Stationery
        ",3.65,3.65,"
                    (4,368)
                ","
    Etsy’s Pick
"
2879,"
            Weekly Planner, Undated Weekly Planner, Undated Diary, Luxury Weekly Planner, Modern Weekly Planner, Luxury Diary, Gift for her, Planner
        ",31.83,31.83,"
                    (1,829)
                ","
    Etsy’s Pick
"
2880,"
            Olive Green Leather Journal Soft Leather Journal Handmade Leather Journal Italian Leather Journal Thick Journal Soft cover journal Unlined
        ",34.00,34.00,"
                    (79)
                ","
    Etsy’s Pick
"
2881,"
            Digital Daily Planner | Daily Digital Planner | Instant Digital Download | Daily Journal | Daily Planner | Gifts for Her | Planner Gifts
        ",10.00,10.00,"
                    (21)
                ",No badge
2882,"
            Beaded Skull/Pumpkin Bookmark
        ",10.25,10.25,"
                    (4)
                ",No badge
2883,"
            2024 Primary – Book of Mormon Coloring Pages | 1 Nephi 16-22
        ",2.98,2.98,0,No badge
2884,"
            Aesthetic Flowers iPad 10.2 case iPad 9.7 case iPad Air 4 iPad Pro 12.9 iPad Mini 6 iPad 8th iPad Pro 11 iPad 9th gen custom birthday gift
        ",26.40,33.00,"
                    (11,853)
                ",No badge
2885,"
            Personalized DIN A5 notebook with cork cover | blank pages and elastic band
        ",14.17,14.17,"
                    (699)
                ","
    Etsy’s Pick
"
2886,"
            Hardcover Planner, UNDATED Planner, Green Planner, Watercolor Planner, Weekly Planner, Watercolor Leaves, Hand Drawn Cover, Cute Planner
        ",25.50,25.50,"
                    (1,954)
                ","
    Etsy’s Pick
"
2887,"
            Grief Journal | Sympathy Gift Basket | Loss of Child Journal | Condolence Gift | Grief Care Package
        ",26.00,26.00,"
                    (12,270)
                ","
    Etsy’s Pick
"
2888,"
            Alien Leather Bookmark | Extraterrestrial Space Bookmark  | Unique Gift For Bookworms | Cryptid Supernatural Bookmark | Sci-Fi UFO Bookmark
        ",11.00,11.00,"
                    (1,036)
                ","
    Etsy’s Pick
"
2889,"
            Personalized leather Bible cover,Leather Bible sleeve,Bible cover for women,Custom Bible cover,Engraved Bible cover,Leather Bible case
        ",36.73,51.02,"
                    (929)
                ",No badge
2890,"
            Honey Bee Petite Notes | Mini Spiral Notebook
        ",7.00,7.00,"
                    (1,776)
                ","
    Etsy’s Pick
"
2891,"
            Strawberries Embroidery Tassel Bookmark
        ",5.00,5.00,"
                    (1,767)
                ","
    Etsy’s Pick
"
2892,"
            Coffin Bookmark | Leather Floral Rose Gothic Bookmark | Unusual Oddities Halloween Bookmark | Gift for Bookworm | Vampire Horror Bookmark
        ",11.00,11.00,"
                    (1,036)
                ","
    Etsy’s Pick
"
2893,"
            Halloween Ghost Bookmark | Cute Gothic Bookmark | Gift for Reader | Spooky Leather Bookmark | Haunted Horror Bookmark | Goth Creepy Bookmark
        ",11.00,11.00,"
                    (1,036)
                ","
    Etsy’s Pick
"
2894,"
            Cat Bookmark | Witchy Gothic Bookmark | Unique Gift for Book Lovers | Cute Black Cat Leather Bookmark | Halloween Occult Witchcraft Bookmark
        ",11.00,11.00,"
                    (1,036)
                ","
    Etsy’s Pick
"
2895,"
            Personalised picks with case, Wooden picks holder, Guitar shape pick case
        ",11.47,17.64,"
                    (3,857)
                ",No badge
2896,"
            Midnight Readers Club Moon Brass Bookmark - Crescent Moon Bookmark -  Gift for Readers and Book Lovers - Book Mark - Metal Bookmark
        ",11.30,11.30,"
                    (23,001)
                ","
    Etsy’s Pick
"
2897,"
            Black & White Hardcover Journal (A5)
        ",12.62,12.62,"
                    (6)
                ",No badge
2898,"
            Hourly Weekly Schedule | Weekly Planner | Weekly Agenda | Desk Planner | Weekly To Do List | Landscape A4 / Letter | PDF Printable Download
        ",1.33,1.33,"
                    (1)
                ",No badge
2899,"
            Minimalist Habit Tracker, Weekly Habit Tracker, Printable Habit Planner, Routine Tracker, Productivity Planner, 7-Day Habit Challenge
        ",2.03,2.03,"
                    (45)
                ",No badge
2900,"
            Naruto colouring pages book
        ",0.69,0.69,0,No badge
2901,"
            Blue Floral Weekly Planner desk Pad - 50 Tear Off Pages, perfect for planning your week out & scheduling your time - Lovely stationery gift!
        ",16.95,16.95,"
                    (4,663)
                ","
    Etsy’s Pick
"
2902,"
            Guitar Pick Keychain, Guitar Pick Holder, Guitar Pick Case, Leather Pick Holder, Gift for Guitarist, Guitar Accessories, Guitar Pick Key Fob
        ",12.76,15.95,"
                    (4,523)
                ",No badge
2903,"
            Daisy Bookends for Kids, Pink Baby Girl Nursery Decor, Children's Book ends, Baby Shower Gift, Wild Flower, Baby Room Decor
        ",61.96,61.96,"
                    (158)
                ","
    Etsy’s Pick
"
2904,"
            Sketchbook Сover A5 With Shoulder Strap Leather Sketch Pad Cover Sketch Supplies Leather Sketchbook Refillable Sketchbook Owl House
        ",159.00,159.00,"
                    (482)
                ","
    Etsy’s Pick
"
2905,"
            Wooden Cookbook Wedding Recipe Book Binder Engraved Floral Recipes Notebook Bridal Shower Gift Personalized Recipe Journal Recipe Organizer
        ",29.90,49.83,"
                    (3,234)
                ",No badge
2906,"
            Vintage Cookbook Collection, Decorative Recipe Books, Kitchen Decor Cookbook Set, Seafood, Casseroles, Holiday Cooking
        ",62.00,62.00,"
                    (931)
                ","
    Etsy’s Pick
"
2907,"
            3d Geometric Concrete Teddy Bear Book Ends, available individually or as a pair and several colours available
        ",46.52,46.52,"
                    (1,938)
                ","
    Etsy’s Pick
"
2908,"
            Wooden notebook journal mini pocketbook
        ",20.00,20.00,"
                    (1,065)
                ","
    Etsy’s Pick
"
2909,"
            Personalised Hand Stitched Eco friendly Notebook
        ",11.96,11.96,"
                    (1,334)
                ","
    Etsy’s Pick
"
2910,"
            Sustainable notebook A5 made of sweet grass paper - Pride Collection notebook Nari ""Inclusivity"" (dotted)
        ",22.56,22.56,"
                    (1,471)
                ","
    Etsy’s Pick
"
2911,"
            Sustainable notebook A5 made of sweet grass paper - Pride Collection notebook Nari ""Life"" (dotted)
        ",22.56,22.56,"
                    (1,471)
                ","
    Etsy’s Pick
"
2912,"
            Rooster watercolor bookmark hand painted, rooster painting, page marker white rooster illustration, gift for reader with white rooster
        ",11.33,11.33,"
                    (893)
                ","
    Etsy’s Pick
"
2913,"
            Seaper Powers Toys & Books Gift Set
        ",110.00,110.00,"
                    (25)
                ",No badge
2914,"
            Monthly Budget Planner For Money Lovers
        ",2.66,2.66,0,No badge
2915,"
            Multiple Skeleton-Themed Author Signature Book Plates // Autograph Books // Bookplates // Book memorabilia // Bones and Books
        ",0.50,0.50,"
                    (407)
                ",No badge
2916,"
            Abroad by Thomas Crane and Ellen Elizabeth Houghton
        ",0.22,0.22,"
                    (73)
                ",No badge
2917,"
            Light and airy pink flower bookmark, original watercolor of a pink poppy in bloom, delicate and romantic bookmark, love page marker gift
        ",11.33,11.33,"
                    (893)
                ","
    Etsy’s Pick
"
2918,"
            Mont Saint Michel bookmark, original watercolor miniature, painting of the Mont Saint Michel in France in summer, unique artwork page marker
        ",11.33,11.33,"
                    (893)
                ","
    Etsy’s Pick
"
2919,"
            with a sketch pad leather sketchbook cover christmas gifts for brother A5 A4  personalized artists gifts leather notebook cover
        ",77.00,77.00,"
                    (3,473)
                ","
    Etsy’s Pick
"
2920,"
            Advent Calendar With Drawers Christmas for Kids Teens Adult Toddler Gift Light Wooden Decoration Nativity Scene
        ",98.00,199.99,"
                    (1,040)
                ",No badge
2921,"
            Desert Sun Bookends, Muted Rainbow Bookends, terracotta and mustard,  Boho Baby Nursery, Boho Kids Decor, Southwest Decor, MIdcentury Modern
        ",34.50,34.50,"
                    (2,094)
                ","
    Etsy’s Pick
"
2922,"
            Aluminum Guitar Pick with Heart Arrow. 10 Year Anniversary Gift. Music Lover Gift
        ",19.00,19.00,"
                    (2,946)
                ","
    Etsy’s Pick
"
